PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,TicketCount,Cabin_Area
410,0,3,female,6.808803482717759,3,1,25.4667,S,Miss,5,share,X
411,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
412,0,3,male,8.950252860551341,0,0,6.8583,Q,Mr,1,unique,X
413,1,1,female,33.0,1,0,90.0,Q,Miss,2,share,C
414,0,2,male,9.405103147649715,0,0,0.0,S,Mr,1,share,X
415,1,3,male,44.0,0,0,7.925,S,Mr,1,unique,X
416,0,3,female,8.670747903863695,0,0,8.05,S,Mrs,1,unique,X
417,1,2,female,34.0,1,1,32.5,S,Mrs,3,unique,X
418,1,2,female,18.0,0,2,13.0,S,Miss,3,unique,X
419,0,2,male,30.0,0,0,13.0,S,Mr,1,unique,X
420,0,3,female,10.0,0,2,24.15,S,Miss,3,share,X
421,0,3,male,9.003130761419937,0,0,7.8958,C,Mr,1,unique,X
422,0,3,male,21.0,0,0,7.7333,Q,Mr,1,unique,X
423,0,3,male,29.0,0,0,7.875,S,Mr,1,unique,X
424,0,3,female,28.0,1,1,14.4,S,Mrs,3,share,X
425,0,3,male,18.0,1,1,20.2125,S,Mr,3,share,X
426,0,3,male,9.057028882182395,0,0,7.25,S,Mr,1,unique,X
427,1,2,female,28.0,1,0,26.0,S,Mrs,2,unique,X
428,1,2,female,19.0,0,0,26.0,S,Miss,1,share,X
429,0,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,X
430,1,3,male,32.0,0,0,8.05,S,Mr,1,unique,E
431,1,1,male,28.0,0,0,26.55,S,Mr,1,unique,C
432,1,3,female,8.674476949669796,1,0,16.1,S,Mrs,2,share,X
433,1,2,female,42.0,1,0,26.0,S,Mrs,2,unique,X
434,0,3,male,17.0,0,0,7.125,S,Mr,1,unique,X
435,0,1,male,50.0,1,0,55.9,S,Mr,2,share,E
436,1,1,female,14.0,1,2,120.0,S,Miss,4,share,B
437,0,3,female,21.0,2,2,34.375,S,Miss,5,share,X
438,1,2,female,24.0,2,3,18.75,S,Mrs,6,share,X
439,0,1,male,64.0,1,4,263.0,S,Mr,6,share,C
440,0,2,male,31.0,0,0,10.5,S,Mr,1,unique,X
441,1,2,female,45.0,1,1,26.25,S,Mrs,3,share,X
442,0,3,male,20.0,0,0,9.5,S,Mr,1,unique,X
443,0,3,male,25.0,1,0,7.775,S,Mr,2,unique,X
444,1,2,female,28.0,0,0,13.0,S,Mlle,1,unique,X
445,1,3,male,9.05388702296441,0,0,8.1125,S,Mr,1,unique,X
446,1,1,male,4.0,0,2,81.8583,S,Master,3,unique,A
447,1,2,female,13.0,0,1,19.5,S,Miss,2,share,X
448,1,1,male,34.0,0,0,26.55,S,Mr,1,unique,X
449,1,3,female,5.0,2,1,19.2583,C,Miss,4,share,X
450,1,1,male,52.0,0,0,30.5,S,Sir,1,unique,C
451,0,2,male,36.0,1,2,27.75,S,Mr,4,share,X
452,0,3,male,8.899404842365584,1,0,19.9667,S,Mr,2,unique,X
453,0,1,male,30.0,0,0,27.75,C,Mr,1,unique,C
454,1,1,male,49.0,1,0,89.1042,C,Mr,2,share,C
455,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
456,1,3,male,29.0,0,0,7.8958,C,Mr,1,unique,X
457,0,1,male,65.0,0,0,26.55,S,Mr,1,unique,E
458,1,1,female,10.477931042120073,1,0,51.8625,S,Mrs,2,unique,D
459,1,2,female,50.0,0,0,10.5,S,Miss,1,unique,X
460,0,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,X
461,1,1,male,48.0,0,0,26.55,S,Mr,1,unique,E
462,0,3,male,34.0,0,0,8.05,S,Mr,1,unique,X
463,0,1,male,47.0,0,0,38.5,S,Mr,1,unique,E
464,0,2,male,48.0,0,0,13.0,S,Mr,1,unique,X
465,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
466,0,3,male,38.0,0,0,7.05,S,Mr,1,unique,X
467,0,2,male,9.405103147649715,0,0,0.0,S,Mr,1,share,X
468,0,1,male,56.0,0,0,26.55,S,Mr,1,unique,X
469,0,3,male,8.916383443911776,0,0,7.725,Q,Mr,1,unique,X
470,1,3,female,0.75,2,1,19.2583,C,Miss,4,share,X
471,0,3,male,9.057028882182395,0,0,7.25,S,Mr,1,unique,X
472,0,3,male,38.0,0,0,8.6625,S,Mr,1,unique,X
473,1,2,female,33.0,1,2,27.75,S,Mrs,4,share,X
474,1,2,female,23.0,0,0,13.7917,C,Mrs,1,unique,D
475,0,3,female,22.0,0,0,9.8375,S,Miss,1,unique,X
476,0,1,male,10.931309662222825,0,0,52.0,S,Mr,1,share,A
477,0,2,male,34.0,1,0,21.0,S,Mr,2,share,X
478,0,3,male,29.0,1,0,7.0458,S,Mr,2,unique,X
479,0,3,male,22.0,0,0,7.5208,S,Mr,1,unique,X
480,1,3,female,2.0,0,1,12.2875,S,Miss,2,unique,X
481,0,3,male,9.0,5,2,46.9,S,Master,8,share,X
482,0,2,male,9.405103147649715,0,0,0.0,S,Mr,1,unique,X
483,0,3,male,50.0,0,0,8.05,S,Mr,1,unique,X
484,1,3,female,63.0,0,0,9.5875,S,Mrs,1,unique,X
485,1,1,male,25.0,1,0,91.0792,C,Mr,2,share,B
486,0,3,female,6.808803482717759,3,1,25.4667,S,Miss,5,share,X
487,1,1,female,35.0,1,0,90.0,S,Mrs,2,share,C
488,0,1,male,58.0,0,0,29.7,C,Mr,1,unique,B
489,0,3,male,30.0,0,0,8.05,S,Mr,1,unique,X
490,1,3,male,9.0,1,1,15.9,S,Master,3,share,X
491,0,3,male,8.899404842365584,1,0,19.9667,S,Mr,2,unique,X
492,0,3,male,21.0,0,0,7.25,S,Mr,1,unique,X
493,0,1,male,55.0,0,0,30.5,S,Mr,1,unique,C
494,0,1,male,71.0,0,0,49.5042,C,Mr,1,unique,X
495,0,3,male,21.0,0,0,8.05,S,Mr,1,unique,X
496,0,3,male,9.033662211474468,0,0,14.4583,C,Mr,1,share,X
497,1,1,female,54.0,1,0,78.2667,C,Miss,2,share,D
498,0,3,male,9.06957937863312,0,0,15.1,S,Mr,1,unique,X
499,0,1,female,25.0,1,2,151.55,S,Mrs,4,share,C
500,0,3,male,24.0,0,0,7.7958,S,Mr,1,unique,X
501,0,3,male,17.0,0,0,8.6625,S,Mr,1,unique,X
502,0,3,female,21.0,0,0,7.75,Q,Miss,1,unique,X
503,0,3,female,8.441332563687816,0,0,7.6292,Q,Miss,1,unique,X
504,0,3,female,37.0,0,0,9.5875,S,Miss,1,unique,X
505,1,1,female,16.0,0,0,86.5,S,Miss,1,share,B
506,0,1,male,18.0,1,0,108.9,C,Mr,2,share,C
507,1,2,female,33.0,0,2,26.0,S,Mrs,3,share,X
508,1,1,male,10.865160502650532,0,0,26.55,S,Mr,1,unique,X
509,0,3,male,28.0,0,0,22.525,S,Mr,1,unique,X
510,1,3,male,26.0,0,0,56.4958,S,Mr,1,share,X
511,1,3,male,29.0,0,0,7.75,Q,Mr,1,unique,X
512,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
513,1,1,male,36.0,0,0,26.2875,S,Mr,1,unique,E
514,1,1,female,54.0,1,0,59.4,C,Mrs,2,unique,X
515,0,3,male,24.0,0,0,7.4958,S,Mr,1,unique,X
516,0,1,male,47.0,0,0,34.0208,S,Mr,1,unique,D
517,1,2,female,34.0,0,0,10.5,S,Mrs,1,unique,F
518,0,3,male,8.932593989365238,0,0,24.15,Q,Mr,1,share,X
519,1,2,female,36.0,1,0,26.0,S,Mrs,2,unique,X
520,0,3,male,32.0,0,0,7.8958,S,Mr,1,unique,X
521,1,1,female,30.0,0,0,93.5,S,Miss,1,share,B
522,0,3,male,22.0,0,0,7.8958,S,Mr,1,unique,X
523,0,3,male,9.021111715023741,0,0,7.225,C,Mr,1,unique,X
524,1,1,female,44.0,0,1,57.9792,C,Mrs,2,share,B
525,0,3,male,9.021111715023741,0,0,7.2292,C,Mr,1,unique,X
526,0,3,male,40.5,0,0,7.75,Q,Mr,1,unique,X
527,1,2,female,50.0,0,0,10.5,S,Miss,1,unique,X
528,0,1,male,10.857082806596601,0,0,221.7792,S,Mr,1,unique,C
529,0,3,male,39.0,0,0,7.925,S,Mr,1,unique,X
530,0,2,male,23.0,2,1,11.5,S,Mr,4,unique,X
531,1,2,female,2.0,1,1,26.0,S,Miss,3,share,X
532,0,3,male,9.021111715023741,0,0,7.2292,C,Mr,1,unique,X
533,0,3,male,17.0,1,1,7.2292,C,Mr,3,unique,X
534,1,3,female,7.6826666116060816,0,2,22.3583,C,Mrs,3,share,X
535,0,3,female,30.0,0,0,8.6625,S,Miss,1,unique,X
536,1,2,female,7.0,0,2,26.25,S,Miss,3,share,X
537,0,1,male,45.0,0,0,26.55,S,Sir,1,unique,B
538,1,1,female,30.0,0,0,106.425,C,Miss,1,share,X
539,0,3,male,9.06957937863312,0,0,14.5,S,Mr,1,unique,X
540,1,1,female,22.0,0,2,49.5,C,Miss,3,unique,B
541,1,1,female,36.0,0,2,71.0,S,Miss,3,share,B
542,0,3,female,9.0,4,2,31.275,S,Miss,7,share,X
543,0,3,female,11.0,4,2,31.275,S,Miss,7,share,X
544,1,2,male,32.0,1,0,26.0,S,Mr,2,share,X
545,0,1,male,50.0,1,0,106.425,C,Mr,2,share,C
546,0,1,male,64.0,0,0,26.0,S,Mr,1,unique,X
547,1,2,female,19.0,1,0,26.0,S,Mrs,2,share,X
548,1,2,male,9.845990076290114,0,0,13.8625,C,Mr,1,unique,X
549,0,3,male,33.0,1,1,20.525,S,Mr,3,share,X
550,1,2,male,8.0,1,1,36.75,S,Master,3,share,X
551,1,1,male,17.0,0,2,110.8833,C,Mr,3,share,C
552,0,2,male,27.0,0,0,26.0,S,Mr,1,unique,X
553,0,3,male,8.906756822809673,0,0,7.8292,Q,Mr,1,unique,X
554,1,3,male,22.0,0,0,7.225,C,Mr,1,unique,X
555,1,3,female,22.0,0,0,7.775,S,Miss,1,unique,X
556,0,1,male,62.0,0,0,26.55,S,Mr,1,unique,X
557,1,1,female,48.0,1,0,39.6,C,Lady,2,unique,A
558,0,1,male,10.869874759853905,0,0,227.525,C,Mr,1,share,X
559,1,1,female,39.0,1,1,79.65,S,Mrs,3,share,E
560,1,3,female,36.0,1,0,17.4,S,Mrs,2,unique,X
561,0,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,X
562,0,3,male,40.0,0,0,7.8958,S,Mr,1,unique,X
563,0,2,male,28.0,0,0,13.5,S,Mr,1,unique,X
564,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
565,0,3,female,8.670747903863695,0,0,8.05,S,Miss,1,unique,X
566,0,3,male,24.0,2,0,24.15,S,Mr,3,share,X
567,0,3,male,19.0,0,0,7.8958,S,Mr,1,unique,X
568,0,3,female,29.0,0,4,21.075,S,Mrs,5,share,X
569,0,3,male,9.021111715023741,0,0,7.2292,C,Mr,1,unique,X
570,1,3,male,32.0,0,0,7.8542,S,Mr,1,unique,X
571,1,2,male,62.0,0,0,10.5,S,Mr,1,unique,X
572,1,1,female,53.0,2,0,51.4792,S,Mrs,3,unique,C
573,1,1,male,36.0,0,0,26.3875,S,Mr,1,unique,E
574,1,3,female,8.441332563687816,0,0,7.75,Q,Miss,1,unique,X
575,0,3,male,16.0,0,0,8.05,S,Mr,1,unique,X
576,0,3,male,19.0,0,0,14.5,S,Mr,1,share,X
577,1,2,female,34.0,0,0,13.0,S,Miss,1,unique,X
578,1,1,female,39.0,1,0,55.9,S,Mrs,2,share,E
579,0,3,female,8.620457813928885,1,0,14.4583,C,Mrs,2,unique,X
580,1,3,male,32.0,0,0,7.925,S,Mr,1,unique,X
581,1,2,female,25.0,1,1,30.0,S,Miss,3,unique,X
582,1,1,female,39.0,1,1,110.8833,C,Mrs,3,share,C
583,0,2,male,54.0,0,0,26.0,S,Mr,1,share,X
584,0,1,male,36.0,0,0,40.125,C,Mr,1,unique,A
585,0,3,male,9.074366487680319,0,0,8.7125,C,Mr,1,unique,X
586,1,1,female,18.0,0,2,79.65,S,Miss,3,share,E
587,0,2,male,47.0,0,0,15.0,S,Mr,1,unique,X
588,1,1,male,60.0,1,1,79.2,C,Mr,3,unique,B
589,0,3,male,22.0,0,0,8.05,S,Mr,1,unique,X
590,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
591,0,3,male,35.0,0,0,7.125,S,Mr,1,unique,X
592,1,1,female,52.0,1,0,78.2667,C,Mrs,2,share,D
593,0,3,male,47.0,0,0,7.25,S,Mr,1,unique,X
594,0,3,female,7.2852722196321595,0,2,7.75,Q,Miss,3,unique,X
595,0,2,male,37.0,1,0,26.0,S,Mr,2,unique,X
596,0,3,male,36.0,1,1,24.15,S,Mr,3,share,X
597,1,2,female,9.524551846562861,0,0,33.0,S,Miss,1,share,X
598,0,3,male,49.0,0,0,0.0,S,Mr,1,share,X
599,0,3,male,9.021111715023741,0,0,7.225,C,Mr,1,unique,X
600,1,1,male,49.0,1,0,56.9292,C,Sir,2,share,A
601,1,2,female,24.0,2,1,27.0,S,Mrs,4,share,X
602,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
603,0,1,male,10.898872709318152,0,0,42.4,S,Mr,1,unique,X
604,0,3,male,44.0,0,0,8.05,S,Mr,1,unique,X
605,1,1,male,35.0,0,0,26.55,C,Mr,1,unique,X
606,0,3,male,36.0,1,0,15.55,S,Mr,2,unique,X
607,0,3,male,30.0,0,0,7.8958,S,Mr,1,unique,X
608,1,1,male,27.0,0,0,30.5,S,Mr,1,unique,X
609,1,2,female,22.0,1,2,41.5792,C,Mrs,4,share,X
610,1,1,female,40.0,0,0,153.4625,S,Miss,1,share,C
611,0,3,female,39.0,1,5,31.275,S,Mrs,7,share,X
612,0,3,male,9.071285613855872,0,0,7.05,S,Mr,1,unique,X
613,1,3,female,8.51572954281692,1,0,15.5,Q,Miss,2,share,X
614,0,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,X
615,0,3,male,35.0,0,0,8.05,S,Mr,1,unique,X
616,1,2,female,24.0,1,2,65.0,S,Miss,4,share,X
617,0,3,male,34.0,1,1,14.4,S,Mr,3,share,X
618,0,3,female,26.0,1,0,16.1,S,Mrs,2,share,X
619,1,2,female,4.0,2,1,39.0,S,Miss,4,share,F
620,0,2,male,26.0,0,0,10.5,S,Mr,1,unique,X
621,0,3,male,27.0,1,0,14.4542,C,Mr,2,share,X
622,1,1,male,42.0,1,0,52.5542,S,Mr,2,unique,D
623,1,3,male,20.0,1,1,15.7417,C,Mr,3,share,X
624,0,3,male,21.0,0,0,7.8542,S,Mr,1,unique,X
625,0,3,male,21.0,0,0,16.1,S,Mr,1,share,X
626,0,1,male,61.0,0,0,32.3208,S,Mr,1,unique,D
627,0,2,male,57.0,0,0,12.35,Q,Rev,1,unique,X
628,1,1,female,21.0,0,0,77.9583,S,Miss,1,share,D
629,0,3,male,26.0,0,0,7.8958,S,Mr,1,unique,X
630,0,3,male,8.916383443911776,0,0,7.7333,Q,Mr,1,unique,X
631,1,1,male,80.0,0,0,30.0,S,Mr,1,unique,A
632,0,3,male,51.0,0,0,7.0542,S,Mr,1,unique,X
633,1,1,male,32.0,0,0,30.5,C,Dr,1,unique,B
634,0,1,male,10.271488220348138,0,0,0.0,S,Mr,1,unique,X
635,0,3,female,9.0,3,2,27.9,S,Miss,6,share,X
636,1,2,female,28.0,0,0,13.0,S,Miss,1,unique,X
637,0,3,male,32.0,0,0,7.925,S,Mr,1,unique,X
638,0,2,male,31.0,1,1,26.25,S,Mr,3,share,X
639,0,3,female,41.0,0,5,39.6875,S,Mrs,6,share,X
640,0,3,male,8.959132154812965,1,0,16.1,S,Mr,2,share,X
641,0,3,male,20.0,0,0,7.8542,S,Mr,1,unique,X
642,1,1,female,24.0,0,0,69.3,C,Mlle,1,share,B
643,0,3,female,2.0,3,2,27.9,S,Miss,6,share,X
644,1,3,male,9.12960111800025,0,0,56.4958,S,Mr,1,share,X
645,1,3,female,0.75,2,1,19.2583,C,Miss,4,share,X
646,1,1,male,48.0,1,0,76.7292,C,Mr,2,share,D
647,0,3,male,19.0,0,0,7.8958,S,Mr,1,unique,X
648,1,1,male,56.0,0,0,35.5,C,Col,1,unique,A
649,0,3,male,9.057028882182395,0,0,7.55,S,Mr,1,unique,X
650,1,3,female,23.0,0,0,7.55,S,Miss,1,unique,X
651,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
652,1,2,female,18.0,0,1,23.0,S,Miss,2,share,X
653,0,3,male,21.0,0,0,8.4333,S,Mr,1,unique,X
654,1,3,female,8.431705942585712,0,0,7.8292,Q,Miss,1,unique,X
655,0,3,female,18.0,0,0,6.75,Q,Miss,1,unique,X
656,0,2,male,24.0,2,0,73.5,S,Mr,3,share,X
657,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
658,0,3,female,32.0,1,1,15.5,Q,Mrs,3,share,X
659,0,2,male,23.0,0,0,13.0,S,Mr,1,unique,X
660,0,1,male,58.0,0,2,113.275,C,Mr,3,share,D
661,1,1,male,50.0,2,0,133.65,S,Dr,3,share,X
662,0,3,male,40.0,0,0,7.225,C,Mr,1,unique,X
663,0,1,male,47.0,0,0,25.5875,S,Mr,1,unique,E
664,0,3,male,36.0,0,0,7.4958,S,Mr,1,unique,X
665,1,3,male,20.0,1,0,7.925,S,Mr,2,unique,X
666,0,2,male,32.0,2,0,73.5,S,Mr,3,share,X
667,0,2,male,25.0,0,0,13.0,S,Mr,1,unique,X
668,0,3,male,9.057028882182395,0,0,7.775,S,Mr,1,unique,X
669,0,3,male,43.0,0,0,8.05,S,Mr,1,unique,X
670,1,1,female,10.477931042120073,1,0,52.0,S,Mrs,2,share,C
671,1,2,female,40.0,1,1,39.0,S,Mrs,3,share,X
672,0,1,male,31.0,1,0,52.0,S,Mr,2,unique,B
673,0,2,male,70.0,0,0,10.5,S,Mr,1,unique,X
674,1,2,male,31.0,0,0,13.0,S,Mr,1,unique,X
675,0,2,male,9.405103147649715,0,0,0.0,S,Mr,1,unique,X
676,0,3,male,18.0,0,0,7.775,S,Mr,1,unique,X
677,0,3,male,24.5,0,0,8.05,S,Mr,1,unique,X
678,1,3,female,18.0,0,0,9.8417,S,Miss,1,unique,X
679,0,3,female,43.0,1,6,46.9,S,Mrs,8,share,X
680,1,1,male,36.0,0,1,512.3292,C,Mr,2,share,B
681,0,3,female,8.512000497010822,0,0,8.1375,Q,Miss,1,unique,X
682,1,1,male,27.0,0,0,76.7292,C,Mr,1,share,D
683,0,3,male,20.0,0,0,9.225,S,Mr,1,unique,X
684,0,3,male,14.0,5,2,46.9,S,Mr,8,share,X
685,0,2,male,60.0,1,1,39.0,S,Mr,3,share,X
686,0,2,male,25.0,1,2,41.5792,C,Mr,4,share,X
687,0,3,male,14.0,4,1,39.6875,S,Mr,6,share,X
688,0,3,male,19.0,0,0,10.1708,S,Mr,1,unique,X
689,0,3,male,18.0,0,0,7.7958,S,Mr,1,unique,X
690,1,1,female,15.0,0,1,211.3375,S,Miss,2,share,B
691,1,1,male,31.0,1,0,57.0,S,Mr,2,share,B
692,1,3,female,4.0,0,1,13.4167,C,Miss,2,unique,X
693,1,3,male,9.12960111800025,0,0,56.4958,S,Mr,1,share,X
694,0,3,male,25.0,0,0,7.225,C,Mr,1,unique,X
695,0,1,male,60.0,0,0,26.55,S,Col,1,unique,X
696,0,2,male,52.0,0,0,13.5,S,Mr,1,unique,X
697,0,3,male,44.0,0,0,8.05,S,Mr,1,unique,X
698,1,3,female,8.441332563687816,0,0,7.7333,Q,Miss,1,unique,X
699,0,1,male,49.0,1,1,110.8833,C,Mr,3,share,C
700,0,3,male,42.0,0,0,7.65,S,Mr,1,unique,F
701,1,1,female,18.0,1,0,227.525,C,Mrs,2,share,C
702,1,1,male,35.0,0,0,26.2875,S,Mr,1,unique,E
703,0,3,female,18.0,0,1,14.4542,C,Miss,2,share,X
704,0,3,male,25.0,0,0,7.7417,Q,Mr,1,unique,X
705,0,3,male,26.0,1,0,7.8542,S,Mr,2,unique,X
706,0,2,male,39.0,0,0,26.0,S,Mr,1,share,X
707,1,2,female,45.0,0,0,13.5,S,Mrs,1,unique,X
708,1,1,male,42.0,0,0,26.2875,S,Mr,1,unique,E
709,1,1,female,22.0,0,0,151.55,S,Miss,1,share,X
710,1,3,male,8.18284668302142,1,1,15.2458,C,Master,3,share,X
711,1,1,female,24.0,0,0,49.5042,C,Mlle,1,unique,C
712,0,1,male,10.865160502650532,0,0,26.55,S,Mr,1,unique,C
713,1,1,male,48.0,1,0,52.0,S,Mr,2,share,C
714,0,3,male,29.0,0,0,9.4833,S,Mr,1,unique,X
715,0,2,male,52.0,0,0,13.0,S,Mr,1,share,X
716,0,3,male,19.0,0,0,7.65,S,Mr,1,unique,F
717,1,1,female,38.0,0,0,227.525,C,Miss,1,share,C
718,1,2,female,27.0,0,0,10.5,S,Miss,1,unique,E
719,0,3,male,8.928933940362503,0,0,15.5,Q,Mr,1,unique,X
720,0,3,male,33.0,0,0,7.775,S,Mr,1,unique,X
721,1,2,female,6.0,0,1,33.0,S,Miss,2,share,X
722,0,3,male,17.0,1,0,7.0542,S,Mr,2,unique,X
723,0,2,male,34.0,0,0,13.0,S,Mr,1,unique,X
724,0,2,male,50.0,0,0,13.0,S,Mr,1,unique,X
725,1,1,male,27.0,1,0,53.1,S,Mr,2,share,E
726,0,3,male,20.0,0,0,8.6625,S,Mr,1,unique,X
727,1,2,female,30.0,3,0,21.0,S,Mrs,4,share,X
728,1,3,female,8.441332563687816,0,0,7.7375,Q,Miss,1,unique,X
729,0,2,male,25.0,1,0,26.0,S,Mr,2,unique,X
730,0,3,female,25.0,1,0,7.925,S,Miss,2,unique,X
731,1,1,female,29.0,0,0,211.3375,S,Miss,1,share,B
732,0,3,male,11.0,0,0,18.7875,C,Mr,1,share,X
733,0,2,male,9.405103147649715,0,0,0.0,S,Mr,1,unique,X
734,0,2,male,23.0,0,0,13.0,S,Mr,1,unique,X
735,0,2,male,23.0,0,0,13.0,S,Mr,1,unique,X
736,0,3,male,28.5,0,0,16.1,S,Mr,1,share,X
737,0,3,female,48.0,1,3,34.375,S,Mrs,5,share,X
738,1,1,male,35.0,0,0,512.3292,C,Mr,1,share,B
739,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
740,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
741,1,1,male,10.895125097197399,0,0,30.0,S,Mr,1,unique,D
742,0,1,male,36.0,1,0,78.85,S,Mr,2,share,C
743,1,1,female,21.0,2,2,262.375,C,Miss,5,share,B
744,0,3,male,24.0,1,0,16.1,S,Mr,2,unique,X
745,1,3,male,31.0,0,0,7.925,S,Mr,1,unique,X
746,0,1,male,70.0,1,1,71.0,S,Sir,3,share,B
747,0,3,male,16.0,1,1,20.25,S,Mr,3,share,X
748,1,2,female,30.0,0,0,13.0,S,Miss,1,unique,X
749,0,1,male,19.0,1,0,53.1,S,Mr,2,unique,D
750,0,3,male,31.0,0,0,7.75,Q,Mr,1,unique,X
751,1,2,female,4.0,1,1,23.0,S,Miss,3,unique,X
752,1,3,male,6.0,0,1,12.475,S,Master,2,share,E
753,0,3,male,33.0,0,0,9.5,S,Mr,1,unique,X
754,0,3,male,23.0,0,0,7.8958,S,Mr,1,unique,X
755,1,2,female,48.0,1,2,65.0,S,Mrs,4,share,X
756,1,2,male,0.67,1,1,14.5,S,Master,3,share,X
757,0,3,male,28.0,0,0,7.7958,S,Mr,1,unique,X
758,0,2,male,18.0,0,0,11.5,S,Mr,1,unique,X
759,0,3,male,34.0,0,0,8.05,S,Mr,1,unique,X
760,1,1,female,33.0,0,0,86.5,S,Lady,1,share,B
761,0,3,male,9.06957937863312,0,0,14.5,S,Mr,1,share,X
762,0,3,male,41.0,0,0,7.125,S,Mr,1,unique,X
763,1,3,male,20.0,0,0,7.2292,C,Mr,1,unique,X
764,1,1,female,36.0,1,2,120.0,S,Mrs,4,share,B
765,0,3,male,16.0,0,0,7.775,S,Mr,1,unique,X
766,1,1,female,51.0,1,0,77.9583,S,Mrs,2,share,D
767,0,1,male,10.907917050454703,0,0,39.6,C,Dr,1,unique,X
768,0,3,female,30.5,0,0,7.75,Q,Miss,1,unique,X
769,0,3,male,8.822146765545082,1,0,24.15,Q,Mr,2,share,X
770,0,3,male,32.0,0,0,8.3625,S,Mr,1,unique,X
771,0,3,male,24.0,0,0,9.5,S,Mr,1,unique,X
772,0,3,male,48.0,0,0,7.8542,S,Mr,1,unique,X
773,0,2,female,57.0,0,0,10.5,S,Mrs,1,share,E
774,0,3,male,9.021111715023741,0,0,7.225,C,Mr,1,unique,X
775,1,2,female,54.0,1,3,23.0,S,Mrs,5,unique,X
776,0,3,male,18.0,0,0,7.75,S,Mr,1,unique,X
777,0,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,F
778,1,3,female,5.0,0,0,12.475,S,Miss,1,share,X
779,0,3,male,8.916383443911776,0,0,7.7375,Q,Mr,1,unique,X
780,1,1,female,43.0,0,1,211.3375,S,Mrs,2,share,B
781,1,3,female,13.0,0,0,7.2292,C,Miss,1,unique,X
782,1,1,female,17.0,1,0,57.0,S,Mrs,2,share,B
783,0,1,male,29.0,0,0,30.0,S,Mr,1,unique,D
784,0,3,male,7.799751450086482,1,2,23.45,S,Mr,4,share,X
785,0,3,male,25.0,0,0,7.05,S,Mr,1,unique,X
786,0,3,male,25.0,0,0,7.25,S,Mr,1,unique,X
787,1,3,female,18.0,0,0,7.4958,S,Miss,1,unique,X
788,0,3,male,8.0,4,1,29.125,Q,Master,6,share,X
789,1,3,male,1.0,1,2,20.575,S,Master,4,share,X
790,0,1,male,46.0,0,0,79.2,C,Mr,1,share,B
791,0,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,X
792,0,2,male,16.0,0,0,26.0,S,Mr,1,share,X
793,0,3,female,4.982016632394263,8,2,69.55,S,Miss,11,share,X
794,0,1,male,10.907917050454703,0,0,30.6958,C,Mr,1,unique,X
795,0,3,male,25.0,0,0,7.8958,S,Mr,1,unique,X
796,0,2,male,39.0,0,0,13.0,S,Mr,1,unique,X
797,1,1,female,49.0,0,0,25.9292,S,Dr,1,unique,D
798,1,3,female,31.0,0,0,8.6833,S,Mrs,1,unique,X
799,0,3,male,30.0,0,0,7.2292,C,Mr,1,unique,X
800,0,3,female,30.0,1,1,24.15,S,Mrs,3,share,X
801,0,2,male,34.0,0,0,13.0,S,Mr,1,share,X
802,1,2,female,31.0,1,1,26.25,S,Mrs,3,share,X
803,1,1,male,11.0,1,2,120.0,S,Master,4,share,B
804,1,3,male,0.42,0,1,8.5167,C,Master,2,unique,X
805,1,3,male,27.0,0,0,6.975,S,Mr,1,unique,X
806,0,3,male,31.0,0,0,7.775,S,Mr,1,unique,X
807,0,1,male,39.0,0,0,0.0,S,Mr,1,unique,A
808,0,3,female,18.0,0,0,7.775,S,Miss,1,unique,X
809,0,2,male,39.0,0,0,13.0,S,Mr,1,unique,X
810,1,1,female,33.0,1,0,53.1,S,Mrs,2,share,E
811,0,3,male,26.0,0,0,7.8875,S,Mr,1,unique,X
812,0,3,male,39.0,0,0,24.15,S,Mr,1,share,X
813,0,2,male,35.0,0,0,10.5,S,Mr,1,unique,X
814,0,3,female,6.0,4,2,31.275,S,Miss,7,share,X
815,0,3,male,30.5,0,0,8.05,S,Mr,1,unique,X
816,0,1,male,10.271488220348138,0,0,0.0,S,Mr,1,unique,B
817,0,3,female,23.0,0,0,7.925,S,Miss,1,unique,X
818,0,2,male,31.0,1,1,37.0042,C,Mr,3,share,X
819,0,3,male,43.0,0,0,6.45,S,Mr,1,unique,X
